date,Sunrise,Sunset,Sunrise (civil twilight),Sunset (civil twilight)
2010-12-21,5.68333333333333,20.1,5.2,20.5833333333333
2010-12-22,5.7,20.1166666666667,5.21666666666667,20.6
2010-12-23,5.7,20.1166666666667,5.21666666666667,20.6
2010-12-24,5.71666666666667,20.1333333333333,5.23333333333333,20.6166666666667
2010-12-25,5.71666666666667,20.1333333333333,5.23333333333333,20.6166666666667
2010-12-26,5.73333333333333,20.1333333333333,5.25,20.6333333333333
2010-12-27,5.75,20.15,5.25,20.6333333333333
2010-12-28,5.75,20.15,5.26666666666667,20.6333333333333
2010-12-29,5.76666666666667,20.15,5.28333333333333,20.65
2010-12-30,5.76666666666667,20.1666666666667,5.28333333333333,20.65
2010-12-31,5.78333333333333,20.1666666666667,5.3,20.65
